x0,x1,x2,x3,y,x4,x5
0.71,A0,A6,A0,2427,5.75,5.82
1.03,A4,A5,A4,3530,6.42,6.35
1.04,A0,A5,,4135,6.49,6.39
0.7,A1,A3,A0,2239,5.73,5.85
1.01,A3,A4,A2,6702,6.47,
,A1,A0,A1,4323,6.63,6.68
2.21,A0,A2,A4,15948,8.47,8.53
,A1,A6,A0,3679,6.1,6.13
1.25,A3,A2,A5,7389,6.96,6.87
2.29,A3,A2,A4,14108,8.38,
1.54,A1,A5,A4,7437,7.34,7.31
1.0,A3,A2,A3,6006,6.42,6.48
0.51,A0,A3,A0,1343,5.12,5.15
0.3,A0,A3,A1,658,4.29,
1.51,A0,A3,A1,13986,7.55,7.47
1.19,A0,A2,A5,10508,6.78,6.79
0.23,A1,A6,A6,530,3.89,3.92
0.92,A3,A4,A0,3624,6.19,
2.16,A0,A2,A4,18001,8.23,
0.32,A1,A4,A3,561,4.4,4.42
0.52,A0,A4,A3,1699,5.15,5.19
0.7,A2,A1,A4,2583,5.78,5.83
0.53,A0,A6,A4,1279,5.24,5.19
0.35,A0,A1,A6,882,4.55,4.57
0.4,A0,A2,A3,877,4.75,4.78
0.26,A1,A4,A6,565,4.06,4.05
0.71,A0,A3,A1,3191,5.71,
,A3,A3,A6,2393,5.36,
0.31,A3,A4,A2,739,4.36,
1.02,A1,A3,A0,4901,6.54,
1.51,A3,A6,A1,13248,7.3,7.26
1.24,A3,A0,A1,5265,6.84,6.88
1.33,A3,A5,A4,5832,7.04,7.02
0.9,A0,A6,A0,4657,6.25,
0.31,A1,A2,A5,816,4.35,4.37
1.05,A3,A4,A4,4234,6.48,
0.43,A0,A3,A4,716,4.83,4.86
0.44,A0,A2,A6,1081,4.9,
1.31,A0,A6,A3,11237,7.04,
,A1,A1,A0,1562,5.12,5.07
0.32,A0,A1,A6,867,4.39,4.41
1.53,A0,A1,A0,13714,7.48,7.45
1.03,A1,A2,A1,6786,6.43,6.46
0.31,A0,A3,A5,1105,4.34,4.37
0.41,A2,A2,A3,847,4.67,4.71
1.2,A0,A3,A1,10214,6.89,6.84
1.03,A1,A3,A4,5393,6.46,
0.31,A0,A1,A1,942,4.36,
0.72,A0,A4,A6,2869,5.79,
1.5,A3,A4,A4,8333,7.32,7.25
0.32,A1,A4,A1,505,4.44,4.47
0.34,A0,A5,A3,689,4.51,4.47
1.04,A0,A4,A0,4812,6.61,6.59
0.55,A1,A3,A6,2399,5.36,5.38
0.91,A0,A6,A4,3196,6.27,6.2
1.2,A3,A4,A1,6666,6.88,
0.41,A2,A6,A0,969,4.74,
0.58,A3,A5,A5,1636,5.27,5.31
0.54,A1,A1,A3,2004,5.18,5.19
0.32,A1,A2,A2,918,4.4,4.45
0.7,A4,A2,A7,956,5.53,5.38
1.2,A1,A2,A5,8928,6.72,6.64
,A1,A2,A0,711,4.77,4.8
0.38,A0,A5,A3,703,4.65,
1.57,A3,A6,A0,13288,7.72,7.68
0.35,A3,A1,A0,644,4.51,4.54
0.31,A0,A4,A2,772,4.36,4.39
1.76,A3,A5,A1,9659,7.7,7.65
0.54,A3,A2,A4,1090,5.21,5.24
1.06,A0,A4,A4,4523,6.46,6.5
0.94,A1,A3,A0,4661,6.24,
0.9,A3,A2,A3,4579,6.15,
1.03,A0,A6,A0,5366,6.42,
0.74,A0,A6,A5,4127,5.82,
0.27,A1,A6,A3,429,4.12,4.15
0.33,A3,A4,A3,579,4.48,
0.4,A1,A2,A2,1220,4.77,4.79
0.9,A4,A2,A7,2310,5.96,5.88
0.72,A0,A6,A4,2058,5.74,
1.02,A0,A2,A0,5044,6.46,
0.52,A0,A6,A0,1223,5.16,
1.05,A1,A2,A1,6028,6.65,6.73
0.78,A2,A6,A4,2444,5.8,
0.42,A1,A6,A3,921,4.85,4.89
,A1,A5,A0,4418,6.36,6.42
0.41,A3,A6,A4,830,4.83,4.78
0.54,A2,A3,A4,1250,5.18,
1.06,A0,A2,A6,9645,6.56,6.62
1.01,A3,A4,A4,3790,6.52,
0.71,A0,A6,A0,2491,5.73,
0.78,A1,A3,A5,4904,5.86,5.92
0.3,A0,A3,A1,652,4.3,
0.71,A0,A3,A3,4053,5.7,5.73
0.42,A0,A1,A1,1103,4.83,4.8
0.72,A3,A2,A0,2318,5.8,5.74
0.52,A0,A2,A6,1906,5.15,5.18
0.31,A3,A4,A1,628,4.43,
0.63,A1,A2,A3,2157,5.42,5.46
1.27,A0,A4,,7937,6.88,6.92
1.19,A0,A4,A3,7181,6.8,6.83
1.0,A0,A1,A4,5246,6.34,6.39
0.3,A2,A2,A6,540,4.4,4.42
0.31,A2,A3,A0,544,4.31,4.33
1.01,A1,A6,A1,5902,6.38,6.41
0.54,A0,A4,A3,1630,5.22,
0.31,A3,A5,A0,537,4.41,4.38
0.4,A1,A3,A6,1017,4.69,4.73
0.35,A0,A2,A1,807,4.55,4.58
0.3,A0,A2,A3,605,4.28,4.31
0.5,A3,A6,,1436,5.1,5.14
1.03,A1,A1,A4,4478,6.42,
0.54,A1,A2,A0,1392,5.16,5.19
1.19,A0,A0,A0,4678,6.8,6.77
0.75,A1,A6,A0,2372,5.75,5.71
1.51,A3,A5,A3,9513,7.3,
0.7,A1,A5,A1,2025,5.75,5.79
0.32,A0,A1,A4,477,4.39,
1.01,A3,A4,A0,4320,6.39,6.35
0.31,A0,A1,A1,942,4.37,4.34
0.33,A3,A1,A4,492,4.41,
0.57,A0,A2,A3,1851,5.34,5.36
0.76,A0,A3,A0,3056,5.84,
0.32,A0,A3,A2,1018,4.39,4.41
0.75,A0,A1,A0,2954,5.8,5.83
0.51,A0,A2,A5,2111,5.14,5.08
0.5,A2,A2,A0,1197,4.93,
1.12,A1,A2,A0,5088,6.6,6.64
1.2,A2,A5,A0,5458,6.52,6.59
2.02,A0,A4,A1,14182,8.01,
0.32,A3,A1,A4,530,4.38,4.33
1.56,A0,A5,,10481,7.39,7.42
0.51,A1,A3,A3,1583,5.28,5.32
0.7,A0,A3,A4,2436,5.66,5.7
1.51,A0,A6,A0,13334,7.35,
0.91,A0,A6,A0,4267,6.16,6.19
0.51,A1,A4,A1,1251,5.22,5.25
0.32,A0,A4,A1,505,4.39,4.42
2.54,A1,A5,A4,15394,8.67,
0.3,A3,A3,A0,526,4.3,4.34
0.7,A0,A4,A4,2110,5.71,5.75
0.91,A3,A1,A4,4051,6.27,6.22
0.42,A0,A4,A6,910,4.8,
0.7,A0,A6,A0,2196,5.76,
0.34,A0,A2,A5,1000,4.45,
0.62,A2,A3,A4,1333,5.54,5.48
0.3,A1,A3,A4,421,4.28,4.31
0.75,A4,A0,A0,1827,6.2,6.04
0.36,A2,A3,A5,923,4.68,
1.04,A3,A2,A0,5086,6.56,
0.53,A0,A2,A1,1607,5.2,5.17
0.34,A3,A4,A4,536,4.62,
0.48,A2,A2,A1,1088,4.79,4.88
2.22,A0,A5,A4,14416,8.31,
0.53,A0,A1,A1,1956,5.17,5.14
0.34,A0,A6,A2,1276,4.49,
0.71,A2,A5,A1,2214,5.63,5.56
2.02,A3,A3,A4,14574,8.21,
1.72,A3,A4,A1,11455,7.79,
1.13,A0,A4,A7,3678,6.65,
0.51,A1,A2,A3,1741,5.21,5.22
1.52,A3,A1,A0,12823,7.5,
0.36,A1,A4,A3,631,4.59,4.62
2.02,A0,A4,A4,12680,8.14,
1.24,A0,A1,A3,12417,6.92,6.9
0.56,A1,A2,A0,1408,5.32,
1.58,A3,A6,A4,6990,7.54,
0.72,A0,A3,A4,2398,5.76,
1.57,A0,A4,A1,12004,7.45,7.49
1.59,A2,A6,A0,11716,7.39,7.43
1.02,A3,A4,A0,4796,6.37,
0.92,A0,A3,A0,5516,6.22,6.24
1.06,A3,A3,A3,8044,6.49,6.46
0.51,A3,A1,A1,1977,5.19,
1.71,A3,A3,A0,14882,7.76,7.8
0.71,A1,A2,A1,2462,5.58,
1.12,A1,A4,A4,4498,6.71,6.76
0.4,A1,A3,A3,1053,4.63,4.67
1.7,A1,A4,A4,9745,7.47,7.55
0.5,A2,A1,A0,1433,5.03,
0.53,A0,A6,A6,2290,5.22,5.19
0.41,A3,A2,,1061,4.76,
0.55,A0,A4,,1715,5.26,5.28
0.3,A0,A1,A1,710,4.32,4.34
0.31,A0,A1,A1,734,4.35,4.38
0.62,A3,A2,A1,1841,5.58,
1.2,A0,A4,A0,6588,6.83,
2.04,A2,A0,A1,13550,8.26,
0.36,A0,A6,A3,803,4.61,4.64
0.36,A3,A6,A1,726,4.61,4.64
1.52,A3,A2,A1,13282,7.39,
0.33,A1,A0,A2,529,4.47,
0.33,A1,A2,,492,4.42,4.45
0.33,A0,A3,A5,984,4.42,4.46
2.01,A1,A5,A0,15126,8.14,8.21
1.01,A0,A4,A0,4836,6.43,6.37
0.4,A1,A5,A3,741,4.71,4.73
1.05,A0,A2,A6,8645,6.51,6.54
0.61,A3,A2,,1704,5.46,5.4
1.01,A1,A6,A3,6999,6.32,6.39
1.83,A3,A3,A4,12492,7.89,
0.32,A0,A2,A3,645,4.37,4.39
0.56,A0,A1,A0,1803,5.31,5.29
2.42,A0,A4,A4,16826,8.62,8.55
0.5,A2,A6,,1390,5.31,5.22
0.35,A0,A6,A1,906,4.6,
1.2,A1,A4,A1,6833,6.78,
1.0,A2,A3,A4,3889,6.32,
0.51,A2,A2,A0,1312,5.06,
0.73,A0,A4,A2,3785,5.77,5.79
0.31,A0,A3,A1,872,4.39,4.36
0.91,A0,A5,A1,3751,6.22,
0.37,A0,A2,A2,1056,4.6,
1.01,A0,A3,A0,5534,6.48,6.51
0.3,A1,A2,A1,491,4.21,4.25
0.82,A3,A5,A1,2648,5.91,5.87
1.09,A3,A2,A0,4322,6.59,6.53
0.92,A3,A2,A0,3751,6.26,
1.29,A0,A0,A0,5607,6.96,6.99
0.31,A0,A1,A0,732,4.37,4.34
0.7,A0,A5,A1,2390,5.68,
1.39,A3,A5,A0,6694,7.22,
1.06,A0,A2,A1,7160,6.49,
0.42,A3,A2,A2,1400,4.8,4.87
0.7,A1,A2,A5,3073,5.64,
1.01,A2,A3,A4,4807,6.51,
0.31,A0,A1,A3,696,4.33,
1.28,A2,A4,A4,4516,6.84,
0.33,A1,A5,A2,694,4.44,
1.52,A3,A1,A3,17723,7.48,
1.28,A2,A5,A1,5319,7.09,
0.71,A1,A3,A1,2804,5.62,
0.3,A3,A1,A1,911,4.28,4.26
1.51,A1,A4,A1,10822,7.27,7.24
0.92,A0,A2,A4,4406,6.23,6.25
1.52,A0,A5,A1,9176,7.41,7.33
2.01,A3,A2,A4,17403,8.25,8.18
0.33,A3,A4,A6,666,4.42,4.45
0.31,A0,A5,A0,436,4.33,4.36
1.03,A3,A3,A1,6922,6.42,
1.02,A1,A2,A5,7861,6.36,
0.7,A1,A1,,2913,5.72,5.74
0.55,A0,A2,A1,1833,5.29,5.31
0.33,A3,A0,A1,450,4.53,4.49
1.03,A1,A6,A0,4282,6.41,
0.27,A3,A4,A6,623,4.21,
0.3,A1,A2,,863,4.27,4.29
1.24,A3,A6,A4,4907,6.83,6.77
0.7,A0,A6,A4,2171,5.69,5.71
0.72,A1,A1,A3,3619,5.85,5.9
1.15,A0,A2,A4,3613,6.7,6.65
0.3,A2,A2,A6,684,4.2,4.23
0.31,A1,A2,A3,625,4.35,4.38
0.38,A0,A6,A6,1010,4.65,4.69
0.32,A0,A1,A6,1008,4.39,4.45
0.32,A0,A2,A0,477,4.35,
2.01,A0,A5,A1,15729,7.75,7.65
0.7,A3,A2,A1,2633,5.69,5.73
0.37,A2,A4,A0,533,4.54,4.58
0.35,A3,A3,,921,4.5,4.47
0.35,A3,A2,A3,706,4.49,4.53
0.8,A3,A6,A1,3429,5.98,
0.9,A4,A4,A1,3226,6.05,6.01
1.02,A0,A1,A4,4946,6.42,6.57
1.0,A4,A1,A0,4704,6.15,6.04
0.73,A3,A6,A3,2961,5.75,
1.01,A3,A3,A0,4399,6.37,6.42
1.56,A0,A5,A0,8858,7.47,
1.06,A1,A6,A4,5258,6.51,
0.54,A0,A3,A1,1765,5.23,5.19
1.0,A3,A2,A1,6048,6.61,6.57
0.33,A3,A3,A0,743,4.55,
0.9,A1,A2,A4,3445,6.21,
0.3,A0,A4,A5,650,4.31,
0.5,A3,A6,A4,1031,5.21,5.18
1.29,A0,A0,A5,6918,7.01,
1.1,A1,A1,,6352,6.71,6.74
1.51,A1,A6,A1,14165,7.21,7.36
0.5,A0,A4,A1,1332,5.18,5.14
0.7,A1,A1,A4,1806,5.63,5.57
0.32,A0,A3,A2,1095,4.4,
1.01,A1,A6,A5,9667,6.4,6.34
1.12,A1,A3,A0,6098,6.68,
0.75,A0,A5,A3,2659,5.85,
1.01,A4,A3,,4118,6.78,6.67
0.5,A4,A3,A4,945,4.98,4.88
0.75,A3,A4,A3,2588,5.96,5.93
2.02,A0,A4,A4,11715,8.21,8.14
0.5,A1,A1,,1715,5.04,5.0
0.66,A0,A3,A4,1584,5.61,
1.01,A2,A6,A0,4339,6.35,
1.0,A0,A0,A4,3528,6.41,6.34
0.36,A0,A3,A1,673,4.56,
0.24,A1,A6,A6,552,3.98,4.05
1.6,A3,A1,A4,10064,7.54,7.49
0.52,A0,A5,A2,1988,5.23,5.27
0.41,A0,A6,A2,1151,4.76,
0.36,A3,A4,A1,729,4.6,
0.4,A0,A3,A4,629,4.76,4.78
0.75,A3,A6,A6,3822,5.88,5.75
0.91,A3,A6,A4,3546,6.36,
0.73,A0,A3,A0,2846,5.92,5.95
0.6,A0,A5,A0,1295,5.43,5.45
0.51,A1,A3,A1,1638,5.09,5.05
0.77,A1,A2,A5,3966,5.84,5.89
0.52,A0,A0,A0,930,5.15,5.18
0.68,A4,A2,A0,1633,5.85,
1.0,A1,A6,A0,5197,6.3,6.37
0.39,A0,A6,A1,828,4.73,4.77
0.91,A1,A0,A1,3478,6.11,
1.01,A2,A3,A0,4546,6.28,
0.31,A0,A5,A3,424,4.36,4.39
0.92,A1,A4,A3,4721,6.34,
1.53,A1,A5,A0,7971,7.26,7.31
1.05,A0,A1,A0,5914,6.53,6.59
0.7,A0,A1,A4,2384,5.73,
0.68,A1,A3,A0,1918,5.75,5.79
1.74,A0,A4,A0,12720,7.74,-16.882663041921077
0.71,A3,A1,A6,3877,5.73,5.69
,A0,A4,A4,4733,6.61,6.65
,A1,A2,A4,3287,6.16,6.21
1.59,A3,A5,A1,7479,7.44,7.39
1.17,A4,A5,A7,2336,6.67,6.47
0.92,A3,A3,A0,4258,6.25,6.27
1.02,A1,A1,A4,4633,6.48,
1.04,A3,A3,A4,4370,6.45,
1.2,A3,A2,A4,5278,6.92,6.9
0.43,A3,A6,A0,792,4.77,4.81
1.01,A2,A6,A6,7001,6.18,6.27
0.4,A3,A3,A3,1125,4.74,
0.32,A3,A6,A1,828,4.42,4.39
0.38,A0,A6,A0,660,4.64,4.66
,A2,A1,A4,6344,6.72,6.68
1.11,A0,A5,A0,4771,6.6,6.65
1.05,A0,A6,A0,5457,6.5,
1.04,A0,A6,A5,10825,6.5,6.53
0.9,A0,A1,A0,5081,6.23,6.27
0.41,A0,A6,A3,1007,4.77,4.79
0.3,A0,A4,A1,626,4.33,4.36
0.41,A2,A4,A0,683,4.71,4.74
1.5,A1,A4,A3,10681,7.35,7.42
0.32,A3,A2,A1,720,4.4,4.35
1.08,A0,A2,A3,7925,6.57,
1.01,A1,A6,A6,8212,6.47,
1.21,A0,A3,A1,9449,6.92,
0.25,A1,A6,A6,633,4.03,4.06
0.71,A1,A2,A1,2454,5.61,
0.7,A3,A6,A0,2423,5.71,5.69
2.01,A3,A5,A1,16778,8.01,7.94
1.01,A0,A4,A0,5664,6.44,6.47
1.5,A3,A6,A1,11255,7.37,7.35
0.51,A0,A3,A5,3197,5.13,5.21
0.33,A1,A1,A6,933,4.51,4.56
0.51,A1,A2,A1,1438,5.09,5.11
1.01,A2,A2,A3,6412,6.33,6.35
,A1,A1,A1,1378,5.15,5.05
1.22,A3,A2,A0,6449,6.89,
1.32,A4,A5,A0,6061,6.9,6.83
1.2,A3,A3,A7,3871,6.78,6.71
1.0,A4,A2,A3,5853,6.47,
2.01,A3,A4,A0,17849,8.15,
1.28,A2,A2,A4,4679,6.78,6.73
0.56,A3,A3,A1,1915,5.31,
1.51,A1,A5,A0,8214,7.17,7.26
0.31,A3,A1,A3,788,4.4,4.45
1.0,A0,A3,A0,5728,6.4,6.5
2.0,A4,A5,A7,5667,7.78,7.74
1.18,A3,A0,A0,4460,6.82,
1.0,A1,A3,A4,4435,6.44,
0.41,A3,A2,A0,719,4.76,4.8
1.27,A1,A5,A3,7031,7.04,6.96
0.82,A2,A0,A0,2033,6.19,6.25
0.9,A3,A2,A1,4137,6.17,6.13
0.72,A1,A5,A5,2562,5.69,
1.0,A1,A2,A0,4997,6.43,6.49
0.56,A2,A3,A1,1920,5.22,
0.43,A0,A2,A5,1207,4.86,4.91
0.32,A3,A1,A1,758,4.34,
1.03,A3,A4,A3,5883,6.48,
1.33,A0,A4,A1,7850,7.02,6.98
0.42,A0,A4,A5,1035,4.85,4.8
0.4,A3,A6,A5,1323,4.76,4.74
0.78,A0,A1,A4,2722,5.95,5.99
0.31,A3,A5,A6,544,4.41,
0.32,A0,A6,A5,854,4.42,4.44
1.02,A0,A5,A4,4118,6.44,
0.32,A0,A3,,972,4.42,
1.04,A1,A2,A1,6177,6.46,6.5
0.51,A2,A1,A1,1430,5.01,5.06
0.58,A0,A6,A1,1666,5.33,
1.12,A0,A4,A6,7091,6.64,
0.32,A0,A2,,698,4.39,4.43
1.07,A0,A6,A2,11434,6.52,6.57
1.56,A1,A5,A0,7584,7.31,
1.04,A1,A0,A4,3810,6.37,6.42
1.2,A2,A3,A1,5914,6.71,
1.0,A1,A3,A4,4312,6.35,
0.3,A0,A6,A5,814,4.33,4.38
0.6,A0,A1,A5,4209,5.42,5.4
0.71,A0,A5,A3,2965,5.71,5.75
1.01,A3,A6,A3,6999,6.44,6.52
0.74,A0,A4,A0,2870,5.77,5.83
0.31,A3,A2,A1,544,4.4,
0.29,A0,A2,A1,525,4.26,4.29
1.01,A4,A6,A4,4127,6.48,
0.32,A0,A4,A0,479,4.39,4.41
0.3,A0,A3,A1,844,4.33,4.29
0.62,A0,A4,A1,1652,5.43,5.4
1.23,A2,A1,A4,5689,6.94,
1.24,A3,A4,A1,6962,6.91,6.84
0.37,A3,A6,A4,624,4.7,4.6
0.32,A0,A1,A0,756,4.47,
1.01,A1,A1,A4,4528,6.36,6.4
0.4,A1,A1,A3,967,4.67,4.7
1.54,A3,A4,A1,11769,7.33,7.31
0.23,A1,A1,A6,505,3.9,3.95
1.68,A3,A6,A0,12681,7.72,
1.39,A0,A0,A1,6252,7.24,7.26
0.33,A3,A2,A1,743,4.49,4.46
1.58,A2,A5,A3,9775,7.59,7.66
1.0,A0,A6,A4,5798,6.37,6.42
0.32,A1,A4,A0,449,4.36,4.39
0.81,A0,A0,A4,2100,5.95,5.92
1.01,A3,A2,A1,5864,6.43,6.38
0.9,A2,A1,A4,3473,6.14,6.1
0.31,A0,A6,A2,914,4.37,4.4
0.5,A1,A2,A0,1187,5.04,5.07
1.25,A0,A4,A6,8036,7.0,
1.5,A1,A4,A0,9660,7.3,7.27
1.2,A3,A2,A3,8442,6.82,
0.26,A1,A3,A5,547,4.01,4.06
1.01,A1,A1,,7785,6.38,6.33
0.71,A1,A5,A4,1902,5.61,5.7
1.02,A2,A2,A1,6058,6.38,6.41
0.32,A3,A4,A0,461,4.38,4.39
0.5,A0,A3,A1,1554,5.11,5.16
0.53,A1,A3,A0,1415,5.27,5.29
0.43,A0,A6,A0,948,4.9,
1.51,A0,A5,A1,9069,7.27,7.32
1.59,A0,A0,A0,7943,7.43,7.52
0.34,A0,A3,A4,612,4.48,4.45
0.72,A0,A3,A4,2337,5.72,
1.25,A1,A6,A1,9377,6.81,6.89
1.0,A4,A4,A0,4665,6.03,5.95
0.92,A1,A1,A0,4253,6.27,
1.13,A1,A6,A0,5017,6.72,6.75
0.33,A0,A5,A0,572,4.44,4.4
0.23,A1,A3,A3,378,3.93,
0.51,A0,A6,A0,1322,5.19,5.21
0.24,A1,A6,A6,608,3.98,4.0
0.3,A1,A4,A0,421,4.28,4.31
0.33,A3,A2,A1,743,4.44,4.41
1.23,A1,A4,A1,6459,6.84,6.86
0.62,A3,A3,A4,1291,5.58,
0.3,A0,A2,,487,4.31,4.34
0.42,A1,A3,A0,773,4.76,
1.57,A1,A2,A4,8419,7.43,7.46
0.84,A3,A6,A0,3115,6.18,
1.01,A0,A2,,8647,6.51,
0.73,A3,A3,A3,3311,5.83,
1.36,A1,A6,A0,6597,7.05,7.1
1.0,A4,A3,A6,7553,6.59,6.64
0.71,A0,A4,,2178,5.66,5.69
0.41,A1,A3,A0,953,4.72,4.67
0.32,A3,A3,A4,576,4.4,4.35
0.51,A2,A3,A1,1554,5.22,5.29
0.31,A2,A5,A3,586,4.3,4.28
1.25,A3,A0,A0,4200,6.86,
0.74,A0,A6,A1,3200,5.83,5.79
2.0,A3,A5,A4,14199,8.28,
0.73,A0,A6,,2835,5.89,
0.35,A3,A1,A0,772,4.55,4.53
,A1,A2,A1,658,4.54,4.6
0.31,A3,A6,A1,802,4.34,
0.32,A0,A1,A5,1140,4.39,
1.13,A2,A2,A7,3127,6.58,6.61
1.02,A3,A6,A1,6626,6.54,6.46
0.52,A2,A2,A4,1049,5.08,5.12
1.01,A3,A4,A4,3083,6.47,6.43
1.04,A0,A3,A4,5163,6.51,6.54
1.71,A1,A5,A4,8896,7.59,7.54
0.5,A2,A3,A5,2008,5.16,
0.91,A2,A6,A0,3994,6.05,6.1
1.22,A0,A4,A6,8014,6.77,6.83
1.01,A0,A5,A0,4316,6.35,
0.72,A3,A4,A1,2318,5.78,
0.4,A3,A6,A3,982,4.67,
0.73,A0,A5,A3,2596,5.82,5.86
0.71,A2,A6,A0,2258,5.61,
1.04,A2,A0,A4,3425,6.47,6.38
0.36,A2,A4,A0,665,4.53,4.49
0.4,A0,A4,A0,705,4.73,
0.4,A0,A3,A5,1397,4.72,4.67
1.05,A3,A2,A1,6096,6.51,6.48
0.25,A2,A3,A6,476,3.95,3.97
1.5,A2,A2,A7,3179,7.56,7.39
0.42,A0,A6,A5,1223,4.81,4.83
0.56,A0,A1,A1,1846,5.28,
1.07,A3,A6,A0,5662,6.72,6.68
0.7,A3,A6,A4,1662,5.78,5.68
2.0,A0,A5,A4,15092,8.0,8.13
0.59,A0,A1,A2,4916,5.41,5.39
1.4,A3,A6,A4,7479,7.38,
0.38,A3,A1,A0,635,4.74,4.77
0.4,A3,A6,A6,1088,4.65,
1.08,A3,A6,A0,4953,6.61,6.57
1.15,A0,A0,A3,5152,6.81,
0.91,A3,A0,A1,3058,6.28,6.23
0.6,A0,A6,A6,2318,5.42,5.36
1.4,A1,A2,A1,10351,7.16,7.25
1.0,A3,A3,A4,4077,6.43,
0.9,A2,A3,A4,3595,6.12,6.16
0.58,A0,A3,,1683,5.39,5.43
0.58,A1,A2,A6,2021,5.39,5.42
0.51,A3,A2,A5,1925,5.09,5.13
2.01,A3,A5,A1,16778,8.17,
1.02,A0,A5,A0,3656,6.41,6.37
0.71,A0,A4,A4,2122,5.71,5.74
0.91,A0,A3,A0,4513,6.24,6.3
0.3,A0,A1,A6,814,4.31,4.32
1.09,A1,A2,A3,6453,6.65,6.74
0.3,A3,A2,A6,878,4.29,
1.01,A1,A1,A4,5166,6.3,6.38
0.74,A0,A5,A1,2997,5.8,5.83
1.51,A1,A1,A1,14112,7.29,
1.51,A3,A2,A1,11480,7.38,7.43
1.3,A3,A6,A0,8256,7.17,
1.21,A0,A5,A0,5218,6.81,
0.33,A3,A6,A1,854,4.5,4.45
0.25,A1,A3,A5,575,4.07,4.1
0.8,A4,A2,A4,2246,5.96,5.93
1.08,A3,A6,A1,7501,6.54,
0.44,A0,A4,A2,1255,4.87,4.91
0.31,A2,A2,A3,625,4.28,4.29
0.35,A1,A0,A0,526,4.53,4.5
0.34,A0,A1,A5,1211,4.48,
0.41,A3,A2,A1,827,4.75,
0.52,A0,A6,A3,1872,5.21,5.16
2.0,A1,A0,A0,11189,7.95,7.89
1.5,A1,A6,A1,12526,7.24,
1.02,A0,A3,A5,11128,6.47,6.54
1.74,A0,A4,A0,12605,7.71,
1.22,A0,A6,A3,9581,6.82,
1.21,A1,A1,A6,13630,6.76,6.83
0.73,A1,A3,A0,2441,5.91,6.0
0.3,A3,A2,A3,776,4.32,
0.25,A1,A6,A6,633,4.01,
0.75,A1,A6,A0,2573,5.8,5.86
1.03,A3,A6,A0,4579,6.52,6.45
0.7,A0,A4,A3,3185,5.75,5.79
0.52,A3,A3,A3,1819,5.17,5.11
1.02,A3,A2,A5,8768,6.67,6.58
0.23,A1,A6,A6,505,3.9,3.95
0.47,A3,A3,A4,1072,5.13,5.09
0.7,A1,A3,A1,2755,5.59,
0.55,A3,A3,A1,1786,5.26,5.32
0.97,A2,A0,A1,3129,6.25,6.22
0.36,A3,A4,,810,4.63,
1.14,A1,A0,A0,4173,6.6,
0.58,A3,A3,A0,1949,5.42,
1.51,A3,A4,A1,10548,7.45,
1.15,A0,A5,A0,6300,6.73,6.76
0.71,A0,A2,A5,3332,5.7,
,A1,A3,A1,1589,5.38,5.46
0.4,A1,A3,A0,737,4.68,
0.37,A0,A1,A6,1071,4.61,
,A0,A2,A2,2655,5.46,5.51
1.39,A0,A6,A1,12744,7.19,7.23
1.04,A0,A4,A4,4404,6.48,
0.3,A0,A1,,911,4.36,4.33
0.51,A1,A1,A5,2834,5.16,5.19
0.9,A2,A2,,3918,6.02,
2.01,A1,A6,A4,11925,7.98,
0.23,A0,A3,A1,548,3.94,3.96
0.33,A3,A4,,868,4.39,4.42
0.7,A0,A1,A4,2575,5.73,5.76
0.43,A1,A0,A6,774,4.78,4.85
0.43,A3,A3,A4,919,4.88,4.86
0.5,A1,A3,A0,1415,5.06,5.03
1.0,A3,A1,A0,5096,6.28,
1.16,A3,A6,A4,3787,6.74,6.63
0.34,A0,A3,A6,838,4.51,
0.4,A0,A3,A3,940,4.76,4.79
1.11,A3,A6,A6,9377,6.79,6.82
0.55,A0,A3,A3,1975,5.27,
1.5,A2,A4,A0,8112,7.08,
0.35,A0,A1,A5,1672,4.55,
0.33,A0,A1,A1,822,4.5,
0.9,A3,A6,A4,3951,6.27,6.21
0.53,A0,A3,A1,1721,5.17,5.2
0.4,A0,A1,,1441,4.81,
0.33,A3,A1,A1,1069,4.54,4.5
0.33,A0,A4,A1,539,4.5,4.54
0.42,A0,A2,A3,921,4.8,4.84
1.02,A3,A1,A4,4381,6.51,6.33
0.31,A3,A4,A3,698,4.45,4.4
0.57,A0,A3,A0,2257,5.35,5.31
0.49,A1,A2,A2,1865,5.16,5.19
,A0,A4,A4,4825,6.4,6.43
0.7,A2,A1,A1,2960,5.6,
0.58,A3,A6,A0,1634,5.41,5.34
0.79,A0,A1,A1,3818,5.95,6.0
2.0,A4,A6,A7,6532,7.84,
0.7,A0,A0,A1,1974,5.65,5.69
1.32,A3,A0,A4,4160,7.08,
0.3,A1,A2,A2,895,4.21,
0.31,A0,A2,A2,891,4.36,4.4
0.52,A0,A6,A4,1226,5.22,
0.9,A1,A4,A1,3989,6.16,
0.54,A0,A1,A5,3139,5.28,5.25
1.0,A0,A1,A0,5775,6.5,6.54
0.7,A0,A4,A1,2536,5.7,5.67
0.59,A0,A6,A4,1221,5.5,5.54
0.9,A0,A2,A5,5564,6.24,6.16
0.41,A0,A4,A1,743,4.78,
2.02,A0,A0,A1,12832,8.06,
1.2,A1,A2,A5,9609,6.73,6.75
0.31,A0,A2,A3,600,4.35,
0.31,A3,A6,A2,1122,4.39,4.36
1.21,A1,A5,A3,5865,6.9,6.97
